model	dataset	trained	epoch_no	perturb_mec	sigma	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9901	8.7381	2.1296	476.6404	8416	1:13:17.452194	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9935	11.6459	1.0902	201.0976	8736	1:14:32.233663	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9950	14.5912	0.5533	44.8208	9946	0:53:48.167899	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9941	12.2039	0.9588	126.2500	2395	0:53:31.973241	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9954	15.1197	0.4899	18.5184	526	0:50:03.591965	torch.float32
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8353	14.1288	0.4071	0.0018	5033	0:02:04.017844	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8697	16.0426	0.2620	0.0017	4793	0:01:49.271221	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9048	16.3453	0.2444	0.0005	3874	0:01:50.114517	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8460	14.4955	0.3742	0.0022	9055	0:01:49.231777	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8676	14.8558	0.3444	0.0015	4471	0:01:53.391318	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9090	15.9974	0.2648	0.0010	3430	0:01:50.160988	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0131	24.5640	0.0557	0.0003	7577	0:41:04.449504	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0135	22.9009	0.0817	0.0002	7121	0:41:05.512867	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0091	23.8289	0.0659	0.0001	1743	0:41:04.945438	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0058	30.9604	0.0128	0.0002	4724	0:41:03.534419	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0130	22.2695	0.0944	0.0002	2189	0:41:07.388401	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0048	29.3017	0.0187	0.0004	4701	0:36:37.955238	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0103	26.6866	0.0342	0.0002	2523	0:06:28.370576	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0115	25.6748	0.0431	0.0003	461	0:06:01.748133	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0119	21.5006	0.1127	0.0026	4446	0:07:10.322472	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0129	26.6347	0.0346	0.0000	287	0:21:52.481231	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0170	18.1445	0.2442	2.1654	9817	1:14:10.964906	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0298	17.5166	0.2821	0.2196	3140	1:14:26.743224	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0298	25.0854	0.0494	0.1324	5110	1:13:51.468613	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0237	24.9036	0.0515	0.0910	4319	1:13:53.627808	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0235	21.1314	0.1227	0.3819	5076	1:13:52.564559	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0338	18.8180	0.2091	1.4779	4662	1:13:16.272577	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0230	23.1704	0.0767	0.0058	8141	1:16:19.428846	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0159	23.4230	0.0724	0.1493	9362	1:16:11.804109	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0219	23.8502	0.0656	0.0613	3431	1:15:44.938704	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0233	20.4391	0.1439	0.4396	5623	1:11:40.083501	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0279	14.5964	0.5527	4.0706	5526	1:15:39.501770	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0146	19.9859	0.1598	0.7642	6150	1:14:29.577127	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0150	18.7539	0.2122	0.1225	7372	1:13:52.566640	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0137	16.3840	0.3662	3.0788	993	0:27:55.982256	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0097	25.5250	0.0446	0.2586	9839	0:10:05.622756	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0178	16.6666	0.3431	0.1837	1093	0:10:05.841554	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9530	8.7012	1.4206	0.0051	3643	0:02:05.067434	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9558	11.0168	0.8335	0.0026	4308	0:02:04.540334	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9515	10.0211	1.0483	0.0029	8754	0:02:04.521899	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9532	10.6755	0.9017	0.0058	3559	0:02:04.577291	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9501	10.1950	1.0071	0.0018	7028	0:02:04.301768	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9545	10.0814	1.0339	0.0064	2279	0:01:53.797973	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9483	10.4781	0.9436	0.0087	105	0:02:05.142443	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9474	8.5256	1.4792	0.0089	1325	0:02:05.229946	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9504	9.1910	1.2691	0.0025	1172	0:02:05.120779	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9499	9.0312	1.3166	0.0120	6803	0:02:05.189683	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9540	9.1926	1.2686	0.0037	8636	0:02:05.616398	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9509	10.8651	0.8631	0.0024	3365	0:01:57.058846	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9836	10.1674	1.0136	0.0024	1265	0:04:24.092554	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9845	8.2921	1.5609	0.0037	5982	0:04:24.031043	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9856	9.9214	1.0726	0.0009	1948	0:04:07.851895	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9855	10.8478	0.8666	0.0009	3259	0:04:24.454458	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9865	8.9562	1.3396	0.0026	6849	0:04:25.133581	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9873	10.5113	0.9364	0.0015	831	0:04:25.866348	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	5	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9755	8.4103	1.5190	0.0016	2318	0:04:26.021982	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	5	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9759	9.1263	1.2882	0.0007	3894	0:04:15.007384	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	5	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9741	9.0245	1.3187	0.0015	7140	0:03:48.856766	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	5	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9773	9.6052	1.1536	0.0013	8545	0:03:48.753070	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	5	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9737	8.2222	1.5863	0.0018	2980	0:03:47.263565	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	5	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9751	9.0985	1.2964	0.0021	2440	0:03:48.316799	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9741	9.7741	1.1096	0.0019	413	0:04:27.015752	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9771	9.8927	1.0798	0.0008	6448	0:03:05.231550	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9753	10.9831	0.8400	0.0010	1778	0:01:31.755440	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9729	9.5793	1.1606	0.0014	4915	0:01:27.167692	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9756	10.7729	0.8817	0.0011	83	0:01:28.755969	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9767	10.0414	1.0434	0.0011	2187	0:01:23.966489	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9748	8.7998	2.0995	98.1581	1417	1:14:22.047499	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9572	7.6565	2.7319	229.6780	1256	1:12:10.563513	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9790	10.5879	1.3909	27.9228	9415	1:13:19.179678	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9736	11.2755	1.1873	53.9503	7755	0:53:41.224606	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9759	9.4286	1.8165	79.5797	5348	0:52:46.409074	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9860	12.4520	0.9055	10.6456	7548	0:49:43.704808	torch.float32
	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9550	8.9819	1.3317	0.0090	3594	0:02:04.253521	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9490	7.2081	2.0035	0.0100	6062	0:02:03.848244	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9528	10.7714	0.8820	0.0045	5889	0:02:03.073213	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9471	9.9895	1.0560	0.0037	1095	0:02:04.076296	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	20	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9527	10.3608	0.9694	0.0014	4170	0:02:03.413027	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9804	10.3290	0.9765	0.0013	417	0:04:25.895165	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9801	10.5101	0.9367	0.0010	6047	0:04:27.926497	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9796	10.4045	0.9597	0.0035	1729	0:04:26.539187	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9791	8.4703	1.4982	0.0043	5428	0:03:54.532538	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9787	7.4627	1.8894	0.0037	9137	0:04:15.563511	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9794	9.4874	1.1854	0.0031	4818	0:04:27.622618	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9754	9.4682	1.1906	0.0017	8261	0:04:21.606956	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9739	8.5380	1.4750	0.0029	4066	0:03:28.914529	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9774	9.4561	1.1940	0.0051	5019	0:01:31.961628	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9723	8.8751	1.3648	0.0028	9213	0:01:25.816458	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9737	10.0756	1.0352	0.0029	9854	0:01:29.968149	torch.float32
mnist cnn	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9695	7.6074	1.8275	0.0053	2817	0:01:25.416947	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9933	11.4444	1.1420	129.6338	3620	1:15:27.569492	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9901	8.7381	2.1296	476.6404	8416	1:13:17.452194	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9935	11.6459	1.0902	201.0976	8736	1:14:32.233663	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9950	14.5912	0.5533	44.8208	9946	0:53:48.167899	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9941	12.2039	0.9588	126.2500	2395	0:53:31.973241	torch.float32
resnet34	CIFAR10	False	1	ALG_rRResAWeig21	0.1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9954	15.1197	0.4899	18.5184	526	0:50:03.591965	torch.float32
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8353	14.1288	0.4071	0.0018	5033	0:02:04.017844	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8697	16.0426	0.2620	0.0017	4793	0:01:49.271221	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9048	16.3453	0.2444	0.0005	3874	0:01:50.114517	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8460	14.4955	0.3742	0.0022	9055	0:01:49.231777	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.8676	14.8558	0.3444	0.0015	4471	0:01:53.391318	torch.float32	1.0
mnist mlp	MNIST	False	1	ALG_bGaussAWeig21	0.0009	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9090	15.9974	0.2648	0.0010	3430	0:01:50.160988	torch.float32	1.0
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0131	24.5640	0.0557	0.0003	7577	0:41:04.449504	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0135	22.9009	0.0817	0.0002	7121	0:41:05.512867	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0091	23.8289	0.0659	0.0001	1743	0:41:04.945438	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0058	30.9604	0.0128	0.0002	4724	0:41:03.534419	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0130	22.2695	0.0944	0.0002	2189	0:41:07.388401	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0048	29.3017	0.0187	0.0004	4701	0:36:37.955238	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0103	26.6866	0.0342	0.0002	2523	0:06:28.370576	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0115	25.6748	0.0431	0.0003	461	0:06:01.748133	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0119	21.5006	0.1127	0.0026	4446	0:07:10.322472	torch.float32
resnet18	CIFAR10	False	1	ALG_eGaussAGrad22	0.0004	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0129	26.6347	0.0346	0.0000	287	0:21:52.481231	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0170	18.1445	0.2442	2.1654	9817	1:14:10.964906	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0298	17.5166	0.2821	0.2196	3140	1:14:26.743224	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0298	25.0854	0.0494	0.1324	5110	1:13:51.468613	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0237	24.9036	0.0515	0.0910	4319	1:13:53.627808	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0235	21.1314	0.1227	0.3819	5076	1:13:52.564559	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0338	18.8180	0.2091	1.4779	4662	1:13:16.272577	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0230	23.1704	0.0767	0.0058	8141	1:16:19.428846	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0159	23.4230	0.0724	0.1493	9362	1:16:11.804109	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0219	23.8502	0.0656	0.0613	3431	1:15:44.938704	torch.float32
resnet34	CIFAR10	False	1	ALG_rGaussAGrad16	0.0005	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0233	20.4391	0.1439	0.4396	5623	1:11:40.083501	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0279	14.5964	0.5527	4.0706	5526	1:15:39.501770	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0146	19.9859	0.1598	0.7642	6150	1:14:29.577127	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0150	18.7539	0.2122	0.1225	7372	1:13:52.566640	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0137	16.3840	0.3662	3.0788	993	0:27:55.982256	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0097	25.5250	0.0446	0.2586	9839	0:10:05.622756	torch.float32
resnet34	CIFAR10	False	1	ALG_No_Weig	1e-05	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0178	16.6666	0.3431	0.1837	1093	0:10:05.841554	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9530	8.7012	1.4206	0.0051	3643	0:02:05.067434	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9558	11.0168	0.8335	0.0026	4308	0:02:04.540334	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9515	10.0211	1.0483	0.0029	8754	0:02:04.521899	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9532	10.6755	0.9017	0.0058	3559	0:02:04.577291	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9501	10.1950	1.0071	0.0018	7028	0:02:04.301768	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	1	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9545	10.0814	1.0339	0.0064	2279	0:01:53.797973	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9483	10.4781	0.9436	0.0087	105	0:02:05.142443	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9474	8.5256	1.4792	0.0089	1325	0:02:05.229946	torch.float32
mnist mlp	MNIST	False	1	ALG_rRResAWeig21	10	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.9504	9.1910	1.2691	0.0025	1172	0:02:05.120779	torch.float32
