model	dataset	trained	epoch_no	perturb_mec	sigma	epsilon	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	28.0880	0.3750	0.0005	[2343, 8829, 5550, 8643, 1943, 420, 4056, 229]	0:06:35.599736	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0015	36.3899	0.1763	0.0001	[865, 4383, 8285, 4422, 2831, 9097, 4107, 5777]	0:06:32.903633	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0040	23.6584	0.7399	0.0015	[9974, 497, 5947, 9988, 5234, 909, 868, 4617]	0:06:32.750240	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0028	40.1289	0.0010	0.0000	[1731, 497, 664, 3306, 1218, 1140, 2585, 7832]	0:06:36.178859	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	37.7000	0.2432	0.0004	[2772, 6610, 9288, 2561, 6664, 9069, 7389, 1807]	0:06:33.640164	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0013	22.0606	0.6595	0.0005	[9166, 730, 3276, 7565, 5261, 7111, 5631, 7198]	0:06:31.789182	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0019	34.0847	0.2974	0.0006	[3125, 9853, 6653, 4942, 1482, 9604, 7608, 9460]	0:06:35.816291	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0016	45.3717	0.0003	0.0000	[1806, 3175, 2854, 2708, 9568, 908, 3663, 4537]	0:06:33.382324	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0140	30.7432	0.0257	0.0000	[8333, 1445, 2579, 1814, 1481, 6308, 6231, 6268]	0:06:32.219146	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0023	39.8656	0.0012	0.0000	[676, 5311, 7842, 2404, 7756, 7901, 7678, 2320]	0:06:36.140781	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0085	38.9204	0.0015	0.0000	[2606, 4026, 7572, 1121, 9355, 6529, 74, 234]	0:06:33.341390	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0031	39.4439	0.0014	0.0000	[9928, 4139, 3938, 6026, 6160, 763, 1069, 4728]	0:06:32.372468	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	43.5225	0.0005	0.0000	[4480, 4387, 3849, 3060, 7322, 3823, 904, 8887]	0:06:36.095760	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0014	46.3849	0.0003	0.0000	[7588, 2965, 8600, 6294, 4614, 2219, 7281, 8541]	0:06:33.091016	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0021	35.4225	0.2857	0.0001	[1569, 1957, 6530, 1961, 5929, 3433, 7391, 174]	0:06:31.660824	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_NoGradBatch	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0028	32.8086	0.3049	0.0004	[2241, 4756, 4025, 9758, 5832, 5061, 9586, 6146]	0:06:35.815977	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0006	28.1879	0.6394	0.0007	[9060, 7236, 8995, 3891, 4048, 4918, 9998, 1378]	0:05:13.157265	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAGrad18	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0032	31.1955	0.0811	0.0002	[8228, 7165, 5900, 1754, 4570, 4552, 9946, 7223]	0:04:45.509378	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9392	9.0758	1.3117	0.0016	[1727, 4001, 4914, 2021, 8468, 7786, 7016, 8605]	0:04:55.034657	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0515	15.1751	0.6850	0.0013	[948, 7969, 3539, 1655, 3662, 7422, 5754, 882]	0:06:20.478364	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6705	13.9748	0.6665	0.0012	[50, 9757, 7590, 1602, 3052, 6554, 5734, 5661]	0:06:37.047379	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9336	9.6589	1.1827	0.0015	[2666, 6474, 7373, 7206, 8965, 2925, 3726, 1936]	0:06:36.547057	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0733	30.7971	0.0094	0.0000	[5650, 2394, 911, 5420, 6988, 6359, 1411, 3825]	0:06:36.529212	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6837	14.7135	0.4818	0.0007	[5287, 3994, 8893, 5853, 5172, 1128, 6280, 75]	0:06:35.839758	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9293	9.5391	1.1934	0.0010	[5115, 1890, 7315, 4143, 1514, 6668, 7418, 1908]	0:06:35.629465	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0598	16.6514	0.7159	0.0012	[5517, 3479, 5280, 1538, 8166, 1761, 3057, 3849]	0:06:34.718168	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7221	17.4994	0.1892	0.0003	[4645, 2472, 275, 1950, 8580, 6653, 5636, 9789]	0:06:34.286354	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9366	9.4435	1.2118	0.0014	[3744, 8033, 2255, 2285, 2224, 3464, 9592, 5770]	0:06:34.860820	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0479	30.6863	0.0100	0.0001	[3228, 7894, 2948, 6476, 3911, 6574, 1111, 2082]	0:06:34.744668	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6597	13.3155	0.7426	0.0010	[2844, 5761, 3346, 64, 8419, 4656, 9513, 5964]	0:06:33.541394	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9312	9.6596	1.1629	0.0013	[3300, 8553, 174, 4324, 5597, 7393, 4688, 1398]	0:06:34.836867	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0793	30.5073	0.0095	0.0000	[9952, 618, 241, 6279, 9122, 2502, 5789, 7578]	0:06:34.321717	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7393	17.4287	0.1984	0.0002	[8666, 9087, 456, 2282, 9928, 9532, 5005, 5307]	0:06:33.787181	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9285	9.8580	1.1102	0.0014	[9237, 2102, 20, 7981, 3482, 2174, 3542, 2634]	0:06:34.778976	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0444	14.6929	0.9684	0.0016	[7817, 8522, 4639, 5124, 1117, 8476, 1508, 246]	0:06:34.601349	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7090	15.7879	0.4566	0.0009	[5856, 3903, 6480, 1319, 1446, 7090, 6564, 669]	0:06:33.936883	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9263	9.6772	1.1558	0.0012	[2039, 3794, 1267, 6325, 8580, 2723, 8764, 5017]	0:06:35.612591	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0590	15.8012	0.6767	0.0011	[438, 655, 7993, 2405, 4721, 6684, 9492, 3598]	0:06:36.789508	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6618	14.2831	0.5575	0.0008	[7148, 3123, 2064, 2566, 3373, 51, 5359, 6004]	0:06:35.792352	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9420	8.9274	1.3738	0.0017	[5025, 8308, 9990, 4107, 3271, 2891, 3174, 5968]	0:06:36.331318	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0630	25.3544	0.3524	0.0007	[2124, 9863, 246, 4293, 6880, 5343, 3854, 8274]	0:06:34.783726	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7065	18.1239	0.1652	0.0002	[2896, 300, 5744, 7641, 4767, 509, 3640, 1860]	0:06:34.312986	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9329	9.8425	1.1059	0.0010	[6377, 6627, 8920, 8848, 8259, 7260, 5534, 5400]	0:06:34.916772	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0766	23.0878	0.1370	0.0001	[7002, 9356, 9208, 7111, 9709, 1635, 5937, 8098]	0:06:34.834283	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7427	15.1841	0.4623	0.0012	[9666, 6032, 5536, 1525, 9970, 7362, 5689, 991]	0:06:34.107520	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0005	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.9127	10.0871	1.0797	0.0008	[7345, 280, 5040, 1941, 35, 7860, 8356, 8102]	0:06:35.153642	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	1e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.0526	21.9912	0.3776	0.0010	[8557, 8052, 2943, 1992, 2604, 1156, 9056, 8781]	0:05:54.621756	torch.float32	1.0		gaussian
mnist cnn	MNIST	False	4	ALG_rGaussAWeig19	0.0001	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7012	13.7635	0.6845	0.0006	[3849, 2323, 6162, 3788, 3115, 9297, 2955, 4632]	0:05:24.320677	torch.float32	1.0		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2380	9.4136	1.9123	17.8222	[8496, 871, 5503, 5126, 6764, 3271, 8441, 6021]	0:46:39.752126	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2434	10.4510	1.4985	3.1667	[8104, 4678, 6424, 6581, 5763, 1488, 6349, 3120]	0:46:14.463706	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1883	9.6706	1.8119	1.6431	[9211, 737, 1797, 9615, 2692, 4332, 4372, 2375]	0:46:14.151338	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1429	10.8965	1.4261	6.2226	[2436, 7900, 7880, 5675, 6949, 1501, 556, 7658]	0:46:14.361692	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2766	9.7359	1.8538	24.6469	[357, 6966, 9111, 9501, 8886, 4333, 2219, 2438]	0:46:13.815504	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2189	9.3665	1.9963	2.6529	[6654, 4364, 3079, 6076, 3733, 1157, 4440, 8149]	0:46:15.469511	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2505	9.5777	1.9615	29.1552	[8980, 6361, 9704, 5184, 5267, 8001, 6902, 850]	0:46:13.744157	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1624	9.7728	1.7589	1.3433	[558, 6548, 4594, 2924, 5754, 9554, 8085, 990]	0:46:13.839431	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.2250	9.8301	1.7474	4.3423	[818, 6475, 6999, 6722, 3515, 1760, 9806, 8503]	0:46:12.869074	torch.float32	0.9999995827674866		gaussian
resnet34	CIFAR10	False	4	ALG_rLapPGrad15	5e-05	300000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.1964	10.1067	1.6022	1.2770	[6388, 2731, 1296, 7770, 1672, 8465, 540, 8017]	0:46:12.092539	torch.float32	0.9999995827674866		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7880	11.0704	1.2800	0.0611	[336, 8901, 7976, 1859, 6306, 7311, 7792, 2481]	0:27:19.197898	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6914	10.3882	1.6136	0.0557	[9607, 1971, 2314, 5350, 7321, 297, 9722, 7344]	0:26:50.487307	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7153	11.1437	1.2798	0.0289	[2374, 339, 8550, 7226, 5443, 5334, 464, 750]	0:27:27.816604	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7897	11.8330	1.0661	0.0401	[3710, 9397, 3667, 4888, 1293, 897, 5018, 2155]	0:27:05.712586	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6748	10.9335	1.3181	0.0179	[6898, 6799, 2089, 9982, 3679, 5564, 4410, 5293]	0:27:06.667166	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.7149	10.3312	1.4975	0.0366	[6319, 3312, 6493, 7844, 2457, 1906, 4172, 9922]	0:27:10.528969	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8020	11.3112	1.2252	0.0362	[42, 2778, 8409, 1394, 3236, 7341, 5051, 4311]	0:26:57.524647	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6909	10.4299	1.4618	0.0462	[2759, 5472, 4085, 3865, 1402, 2460, 4107, 7070]	0:27:03.161325	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.8278	10.9236	1.3753	0.2226	[9228, 4947, 4197, 5969, 9893, 7046, 7324, 5425]	0:27:07.394223	torch.float32	0.9999960064888		gaussian
resnet18	CIFAR10	False	4	ALG_rGaussPGrad22	5e-05	350000.0	4	50	8	1	ours	sim	def	equal	loss	randn	0.0001	0.6979	10.4660	1.4785	0.2159	[4865, 313, 6862, 2436, 2547, 615, 686, 2508]	0:27:06.066760	torch.float32	0.9999960064888		gaussian
